image,output,timestamp
"{""background"": "".gradio/flagged/image/66ad34688126741d791e/background.png"", ""layers"": ["".gradio/flagged/image/11a669f72f6574bfabb0/layer_0.png""], ""composite"": "".gradio/flagged/image/fd1e4d39f41e610fe866/composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2024-10-28 09:28:24.392690
